93,t,2025-03-21 00:00:00-06,2025-03-21 00:00:00-06,1,75005504,,,MARGARINA DELICIA 90 GMS 12PZAS,f,359.934,1,1,1,0.0000,0.0000,0.0000,f,1,81.24,98.00,f,50131700,0.000,0.000,0.000,f,81.24,H87,f
94,t,2025-01-22 00:00:00-06,2025-01-22 00:00:00-06,1,7501111033022,,,MARGARINA DELICIAS 225GMS PZA,f,178.000,1,1,1,0.0000,0.0000,0.0000,f,1,980.00,28.00,f,50131700,0.000,0.000,0.000,f,925.00,H87,t
95,t,2022-03-24 00:00:00-06,2022-03-24 00:00:00-06,1,7501024203246,,,MARGARINA PRIMAVERA CHANTILLI 190GMS,f,773.000,1,1,1,0.0000,0.0000,0.0000,f,1,290.00,28.00,f,50131700,0.000,0.000,0.000,f,290.00,H87,f
96,t,2020-11-11 00:00:00-06,2020-11-11 00:00:00-06,1,7501024203260,,,MARGARINA PRIMAVERA CHANTILLI 400GMS,f,69.000,1,1,1,0.0000,0.0000,0.0000,f,1,467.50,43.00,f,50131700,0.000,0.000,0.000,f,48.50,H87,f
97,t,2021-12-30 00:00:00-06,2021-12-30 00:00:00-06,1,4501021202225,,,MARGARINA PRIMAVERA CHANTILLI C/4PZAS,f,391.000,1,1,1,0.0000,0.0000,0.0000,f,1,271.00,38.00,f,50131700,0.000,0.000,0.000,f,415.00,H87,f
98,t,2025-03-28 00:00:00-06,2025-03-28 00:00:00-06,1,7501111032018,,,MARGARINA YURECUARO 1KG,f,2818.000,1,1,1,0.0000,0.0000,0.0000,f,1,60.00,70.00,f,50131700,0.000,0.000,0.000,f,60.00,H87,f
99,t,2025-03-28 00:00:00-06,2025-03-28 00:00:00-06,1,7501111032025,,,MARGARINA YURECUARO 500GMS PZA,t,1233.500,1,1,1,0.0000,0.0000,0.0000,f,1,35.00,41.00,f,50131700,0.000,0.000,0.000,f,35.00,H87,t
100,t,2024-11-04 00:00:00-06,2024-11-04 00:00:00-06,1,75005511,,,MARGARINA YURECUARO 90 GRMS,f,-5310.000,1,1,1,0.0000,0.0000,0.0000,f,1,731.00,9.00,f,50131700,0.000,0.000,0.000,f,698.00,H87,f
101,t,2025-03-18 00:00:00-06,2025-03-18 00:00:00-06,1,41789001987,,,SOPA MARUCHAN CON CAMARON SIN CHILE,f,-26.000,1,1,1,0.0000,0.0000,0.0000,f,1,178.00,199.00,f,50192902,0.000,0.000,0.000,f,180.00,H87,f
102,t,2025-03-18 00:00:00-06,2025-03-18 00:00:00-06,1,417489001864,,,SOPA MARUCHAN CON CAMARON PIQUIN,f,-71.000,1,1,1,0.0000,0.0000,0.0000,f,1,178.00,199.00,f,50192902,0.000,0.000,0.000,f,180.00,H87,f
103,t,2025-03-03 00:00:00-06,2025-03-03 00:00:00-06,1,3000127,,,MAZZOS,f,-293.500,1,1,1,0.0000,0.0000,0.0000,f,1,380.00,420.00,f,50112000,0.000,0.000,0.000,f,380.00,KGM,f
104,t,2025-03-22 00:00:00-06,2025-03-22 00:00:00-06,1,5000106,,,MINERAL SABOR 600 C/12PZAS,f,-2880.000,1,1,1,0.0000,0.0000,16.0000,f,1,149.59,156.00,t,50202306,0.000,0.000,0.000,f,149.59,H87,f
105,t,2023-11-13 00:00:00-06,2023-11-13 00:00:00-06,1,738545010788,,,MOSTAZA MEGA 3.85KG PZA,f,53.000,1,1,1,0.0000,0.0000,0.0000,f,1,646.00,128.00,f,50171830,0.000,0.000,0.000,f,90.40,H87,t
106,t,2025-03-14 00:00:00-06,2025-03-14 00:00:00-06,1,744607840804,,,NEW MIX PALOMA 350 ML PIEZA,f,1712.000,1,1,1,0.0000,0.0000,16.0000,f,1,463.23,21.75,f,50202200,0.000,0.000,0.000,f,460.80,H87,t
107,t,2025-03-28 00:00:00-06,2025-03-28 00:00:00-06,1,1000113,,,NUGGETS PECHUGA DE POLLO  KGM,f,1651.786,1,1,1,0.0000,0.0000,0.0000,f,1,81.00,94.00,f,50112000,0.000,0.000,0.000,f,81.00,KGM,f
108,t,2025-03-27 00:00:00-06,2025-03-27 00:00:00-06,1,4000108,,,PAPA DE GAJO BOLSA 2.300 KG,f,-3113.610,1,1,1,0.0000,0.0000,0.0000,f,1,133.93,155.00,f,50192602,0.000,0.000,0.000,f,133.93,KGM,f
109,t,2025-03-24 00:00:00-06,2025-03-24 00:00:00-06,1,7501182300221,,,PZ JAMON PECHUGA PAVO CORONA 3.8KG,f,33.198,1,1,1,0.0000,0.0000,0.0000,f,1,975.00,293.00,f,50112000,0.000,0.000,0.000,f,877.50,KGM,f
113,t,2025-02-28 00:00:00-06,2025-02-28 00:00:00-06,1,400081482489,,,PORCION CATSUP HEINZ 200 PZS,f,-112.000,1,1,1,0.0000,0.0000,0.0000,f,1,489.35,118.00,f,50171800,0.000,0.000,0.000,f,489.35,H87,t
115,t,2025-01-23 00:00:00-06,2025-01-23 00:00:00-06,1,24142012134,,,PORCION MARTAJADO 200 PZAS,f,-634.000,1,1,1,0.0000,0.0000,0.0000,f,1,106.50,64.00,f,50171800,0.000,0.000,0.000,f,106.50,H87,f
116,t,2025-03-05 00:00:00-06,2025-03-05 00:00:00-06,1,7501048100408,,,PORRON ACEITE CRISTAL 20LT,f,5073.000,1,1,1,0.0000,0.0000,0.0000,f,1,680.00,748.00,f,50151513,0.000,0.000,0.000,f,680.00,H87,f
117,t,2025-02-19 00:00:00-06,2025-02-19 00:00:00-06,1,7501079704200,,,PURE DE TOMATE DEL FUERTE 210 GRS PIEZA,f,787.000,1,1,1,0.0000,0.0000,0.0000,f,1,168.00,8.00,f,50171800,0.000,0.000,0.000,f,168.00,H87,t
